0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
0,1
0.1,2.05
0.2,3
0.3,3.85
0.4,4.6
0.5,5.25
0.6,5.8
0.7,6.25
0.8,6.6
0.9,6.85
1,7
1.1,7.05
1.2,7
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.8
1.7,5.25
1.8,4.6
1.9,3.85
0,1
0.1,5.95
0.2,10.8
0.3,15.55
0.4,20.2
0.5,24.75
0.6,29.2
0.7,33.55
0.8,37.8
0.9,41.95
1,46
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7,71.55
1.8,74.8
1.9,77.95
2,81
2.1,83.95
2.2,86.8
2.3,89.55
2.4,92.2
2.5,94.75
2.6,97.2
2.7,99.55
2.8,101.8
2.9,103.95
3,106
3.1,107.95
3.2,109.8
3.3,111.55
3.4,113.2
3.5,114.75
3.6,116.2
3.7,117.55
3.8,118.8
3.9,119.95
4,121
4.1,121.95
4.2,122.8
4.3,123.55
4.4,124.2
4.5,124.75
4.6,125.2
4.7,125.55
4.8,125.8
4.9,125.95
5,126
5.1,125.95
5.2,125.8
5.3,125.55
5.4,125.2
5.5,124.75
5.6,124.2
5.7,123.55
5.8,122.8
5.9,121.95
6,121
6.1,119.95
6.2,118.8
6.3,117.55
6.4,116.2
6.5,114.75
6.6,113.2
6.7,111.55
6.8,109.8
6.9,107.95
7,106
7.1,103.95
7.2,101.8
7.3,99.55
7.4,97.2
7.5,94.75
7.6,92.2
7.7,89.55
7.8,86.8
7.9,83.95
8,81
8.1,77.95
8.2,74.8
8.3,71.55
8.4,68.2
8.5,64.75
8.6,61.2
8.7,57.55
8.8,53.8
8.9,49.95
9,46
9.1,41.95
9.2,37.8
9.3,33.55
9.4,29.2
9.5,24.75
9.6,20.2
9.7,15.55
9.8,10.8
9.9,5.95
0.5,5.25
